Gender,IMSA_SchedYearofGraduation,Grade_TermID,Grade_Year,Grade_StoreCode,Grade_Point_Solid,Grade_Point,Grade,Course_Number,Course_Name,Credit_Type,Student_GradeLevel
Male,2012,2101,2012,S1,4,3.67,A-,NULL,History of Philosophy,"HistSS,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,BC Calculus II,"Math,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Organic Chemistry I,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Movement and Relaxation,"Well,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Japanese III,"WLang,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Creative Writing Workshop,"Eng,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,History of Technology and Culture,"HistSS,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,BC Calculus III,"Math,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Advanced Programming,"math,cs,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Japanese III,"WLang,t",12
Male,2012,2101,2012,S1,3,2.67,B-,NULL,Gender Studies,"Eng,t",12
Male,2012,2101,2012,S1,2,2,C,NULL,Photography,"FA,t",12
Male,2012,2101,2012,S1,2,1.67,C-,NULL,Political Theory,"HistSS,t",12
Male,2012,2101,2012,S1,2,2.33,C+,NULL,Theory of Analysis,"math,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Environmental Chemistry,"Sci,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Modern Theater,"Eng,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,The World in the Twentieth Century,"HistSS,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Environmental History,"HistSS,t",12
Male,2012,2102,2012,S2,2,2.33,C+,NULL,Introduction to Algebraic Structures I,"Math,t",12
Male,2012,2102,2012,S2,2,2,C,NULL,Organic Chemistry II,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Modern Physics,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Lifeguarding and Water Polo,"Well,t",12
Male,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Gender Studies,"Eng,t",12
Male,2012,2101,2012,S1,3,3.33,B+,NULL,History of Astronomy,"HistSS,t",12
Male,2012,2101,2012,S1,2,2.33,C+,NULL,BC Calculus III,"Math,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Seminar in Biology: Virology,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Russian II,"WLang,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Mandarin Chinese III,"WLang,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Modern Theater,"Eng,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Object Oriented Programming,"math,cs,t",12
Male,2012,2102,2012,S2,P,P,P,NULL,Physics: Calculus-based Elec & Magnetism,t,12
Male,2012,2102,2012,S2,3,3,B,NULL,Physiology and Disease,"Sci,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Movement and Relaxation,"Well,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Russian II,"WLang,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Mandarin Chinese III,"WLang,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Political Theory,"HistSS,t",12
Female,2012,2101,2012,S1,2,2.33,C+,NULL,BC Calculus I,"Math,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Web Technologies I,"Math,t",12
Female,2012,2101,2012,S1,2,2.33,C+,NULL,Biophysics,"Sci,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,French V,"WLang,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Creative Writing Workshop,"Eng,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Environmental History,"HistSS,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,BC Calculus II,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Biochemistry,"Sci,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,French V,"WLang,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Modern World Fiction,"Eng,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Chamber Choir,"FA,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Political Theory,"HistSS,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,BC Calculus II,"Math,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,"Evolution, Biodiversity, and Ecology","Sci,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,French V,"WLang,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Creative Writing Workshop,"Eng,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Chamber Choir,"FA,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,International Relations,"HistSS,t",12
Female,2012,2102,2012,S2,2,2.33,C+,NULL,BC Calculus III,"Math,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Physiology and Disease,"Sci,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Movement and Relaxation,"Well,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,French V,"WLang,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Modern World Fiction,"Eng,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Photography,"FA,t",12
Male,2012,2101,2012,S1,3,3.33,B+,NULL,BC Calculus II,"Math,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Organic Chemistry I,"Sci,t",12
Male,2012,2101,2012,S1,2,2.33,C+,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,German IV,"WLang,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Creative Writing Workshop,"Eng,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,History of Technology and Culture,"HistSS,t",12
Male,2012,2102,2012,S2,2,2.33,C+,NULL,BC Calculus III,"Math,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Organic Chemistry II,"Sci,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,German IV,"WLang,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Applied Engineering,"Sci,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Russian III,"WLang,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Modern Theater,"Eng,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Speculative Fiction Studies,"Eng,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,History of Technology and Culture,"HistSS,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Discrete Mathematics,"Math,t",12
Female,2012,2102,2012,S2,P,P,P,NULL,Modern Physics,t,12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Russian III,"WLang,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,History of Philosophy,"HistSS,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,BC Calculus III,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Physics: Applied Mechanics,"Sci,t",12
Female,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Topics in Recent United States History,"HistSS,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,AB Calculus I,"Math,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Web Technologies I,"Math,t",12
Female,2012,2101,2012,S1,3,2.67,B-,NULL,Organic Chemistry I,"Sci,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,French IV,"WLang,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,The Idea of the Individual,"Eng,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,International Relations,"HistSS,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,AB Calculus II,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Environmental Chemistry,"Sci,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Movement and Relaxation,"Well,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,French IV,"WLang,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Modern World Fiction,"Eng,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Wind Ensemble,"FA,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,BC Calculus II,"Math,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Organic Chemistry I,"Sci,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,German V,"WLang,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Speculative Fiction Studies,"Eng,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Wind Ensemble,"FA,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,International Relations,"HistSS,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,BC Calculus III,"Math,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Organic Chemistry II,"Sci,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,German V,"WLang,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Modern World Fiction,"Eng,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Political Theory,"HistSS,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,BC Calculus II,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Applied Engineering,"Sci,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Spanish V,"WLang,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,The Idea of the Individual,"Eng,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,History of Technology and Culture,"HistSS,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,BC Calculus III,"Math,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Polyhedra and Geometric Sculpture,"Math,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Computational Thinking,"math,cs,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Spanish V,"WLang,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,History of Philosophy,"HistSS,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,BC Calculus II,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Object Oriented Programming,"Math,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,French IV,"WLang,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Creative Writing Workshop,"Eng,t",12
Female,2012,2102,2012,S2,3,2.67,B-,NULL,BC Calculus III,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Advanced Programming,"math,cs,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Physics: Sound and Light,"Sci,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Tennis And Badminton,"Well,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,French IV,"WLang,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Topics in Recent United States History,"HistSS,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,AB Calculus I,"Math,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Statistical Exploration and Description,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Planetary Science,"Sci,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,The Idea of the Individual,"Eng,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,History of Technology and Culture,"HistSS,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,AB Calculus II,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Statistical Experimentation & Inference,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Biochemistry,"Sci,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Movement and Relaxation,"Well,t",12
Male,2012,2101,2012,S1,3,3.33,B+,NULL,History of Astronomy,"HistSS,t",12
Male,2012,2101,2012,S1,3,2.67,B-,NULL,BC Calculus II,"Math,t",12
Male,2012,2101,2012,S1,2,1.67,C-,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Applied Engineering,"Sci,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,German III,"WLang,t",12
Male,2012,2102,2012,S2,2,2.33,C+,NULL,Modern Theater,"Eng,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Ceramics,"FA,t",12
Male,2012,2102,2012,S2,2,2,C,NULL,BC Calculus III,"Math,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Modern Physics,"Sci,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,German III,"WLang,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Graphic Novels: Image and Text,"Eng,t",12
Male,2012,2101,2012,S1,3,3.33,B+,NULL,History of Astronomy,"HistSS,t",12
Male,2012,2101,2012,S1,3,2.67,B-,NULL,BC Calculus I,"Math,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Physics: Applied Mechanics,"Sci,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Applied Engineering,"Sci,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,German III,"WLang,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Creative Writing Workshop,"Eng,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Advanced Ceramics,"FA,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,BC Calculus II,"Math,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Object Oriented Programming,"math,cs,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Physics: Sound and Light,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,German III,"WLang,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Graphic Novels: Image and Text,"Eng,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Topics in Recent United States History,"HistSS,t",12
Female,2012,2101,2012,S1,2,2.33,C+,NULL,History of Astronomy,"HistSS,t",12
Female,2012,2101,2012,S1,3,2.67,B-,NULL,AB Calculus I,"Math,t",12
Female,2012,2101,2012,S1,3,2.67,B-,NULL,Organic Chemistry I,"Sci,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,French I,"WLang,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Spanish IV,"WLang,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Creative Writing Workshop,"Eng,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,AB Calculus II,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Discrete Mathematics,"Math,t",12
Female,2012,2102,2012,S2,3,2.67,B-,NULL,Organic Chemistry II,"Sci,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,French I,"WLang,t",12
Female,2012,2102,2012,S2,3,2.67,B-,NULL,Spanish IV,"WLang,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,BC Calculus III,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Seminar in Biology: Virology,"Sci,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,French V,"WLang,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Japanese I,"WLang,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Speculative Fiction Studies,"Eng,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Chamber Choir,"FA,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,History of Biology,"HistSS,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Computational Thinking,"math,cs,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Physiology and Disease,"Sci,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,French V,"WLang,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Japanese I,"WLang,t",12
Female,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Chamber Choir,"FA,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,History of Astronomy,"HistSS,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research/Summer,"SIR,t",12
Female,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Ceramics,"FA,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Political Theory,"HistSS,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,AB Calculus I,"Math,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Biochemistry,"Sci,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,"Evolution, Biodiversity, and Ecology","Sci,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,German III,"WLang,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,20th Century Poetry,"Eng,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,International Relations,"HistSS,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,AB Calculus II,"Math,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Problem Solving,"Math,t",12
Female,2012,2102,2012,S2,P,P,P,NULL,Molecular and Cellular Biology,t,12
Female,2012,2102,2012,S2,4,4,A,NULL,German III,"WLang,t",12
Male,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Modern World Fiction,"Eng,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Photography,"FA,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Macroeconomics,"HistSS,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Differential Equations,"Math,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Object Oriented Programming,"Math,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Modern Theater,"Eng,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Microeconomics,"HistSS,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Multi-Variable Calculus,"Math,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Introduction to Algebraic Structures I,"Math,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Macroeconomics,"HistSS,t",12
Male,2012,2101,2012,S1,3,3.33,B+,NULL,BC Calculus III,"Math,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Adv. Chemistry--Structure and Properties,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Physics: Calculus-based Mechanics,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Seminar in Biology: Virology,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Modern Theater,"Eng,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,Microeconomics,"HistSS,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Discrete Mathematics,"Math,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Advanced Chemistry--Chemical Reactions,"Sci,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Physics: Calculus-based Elec & Magnetism,"Sci,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Molecular and Cellular Biology,"Sci,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Macroeconomics,"HistSS,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,AB Calculus I,"Math,t",12
Female,2012,2101,2012,S1,3,2.67,B-,NULL,Physiology and Disease,"Sci,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,German III,"WLang,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Modern Theater,"Eng,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Microeconomics,"HistSS,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,AB Calculus II,"Math,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,Problem Solving,"Math,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Environmental Chemistry,"Sci,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Movement and Relaxation,"Well,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,German III,"WLang,t",12
Male,2012,2101,2012,S1,3,3,B,NULL,Modern World Fiction,"Eng,t",12
Male,2012,2101,2012,S1,3,3.33,B+,NULL,History of Philosophy,"HistSS,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Number Theory,"Math,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Multi-Variable Calculus,"Math,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,French IV,"WLang,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Creative Writing Workshop,"Eng,t",12
Male,2012,2102,2012,S2,3,2.67,B-,NULL,Differential Equations,"Math,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Modern Physics,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Microbes and Disease,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,Outdoor and Indoor Games,"Well,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,French IV,"WLang,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,European History,"HistSS,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,BC Calculus II,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Problem Solving,"Math,t",12
Female,2012,2101,2012,S1,3,3.33,B+,NULL,Organic Chemistry I,"Sci,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,The Idea of the Individual,"Eng,t",12
Female,2012,2102,2012,S2,4,4,A,NULL,International Relations,"HistSS,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,History of Biology,"HistSS,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,BC Calculus III,"Math,t",12
Female,2012,2102,2012,S2,3,3,B,NULL,Organic Chemistry II,"Sci,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Tennis And Badminton,"Well,t",12
Female,2012,2100,2012,S2,P,P,P,NULL,Student Inquiry and Research/Summer,"SIR,t",12
Female,2012,2100,2012,S1,P,P,P,NULL,Student Inquiry and Research,"SIR,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Macroeconomics,"HistSS,t",12
Female,2012,2101,2012,S1,3,2.67,B-,NULL,BC Calculus III,"Math,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,Organic Chemistry I,"Sci,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Physics: Applied Mechanics,"Sci,t",12
Female,2012,2101,2012,S1,3,3,B,NULL,French III,"WLang,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Creative Writing Workshop,"Eng,t",12
Female,2012,2102,2012,S2,4,3.67,A-,NULL,Art Design,"FA,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Microeconomics,"HistSS,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,Discrete Mathematics,"Math,t",12
Female,2012,2102,2012,S2,P,P,P,NULL,Multi-Variable Calculus,t,12
Female,2012,2102,2012,S2,3,2.67,B-,NULL,Physiology and Disease,"Sci,t",12
Female,2012,2102,2012,S2,3,3.33,B+,NULL,French III,"WLang,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Modern World Fiction,"Eng,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Chamber Strings,"FA,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,History of Philosophy,"HistSS,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Differential Equations,"Math,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,Organic Chemistry I,"Sci,t",12
Male,2012,2101,2012,S1,4,4,A,NULL,Outdoor and Indoor Games,"Well,t",12
Male,2012,2101,2012,S1,4,3.67,A-,NULL,French IV,"WLang,t",12
Male,2012,2102,2012,S2,3,3.33,B+,NULL,Creative Writing Workshop,"Eng,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Chamber Strings,"FA,t",12
Male,2012,2102,2012,S2,4,3.67,A-,NULL,History of Biology,"HistSS,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Polyhedra and Geometric Sculpture,"Math,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Object Oriented Programming,"math,cs,t",12
Male,2012,2102,2012,S2,4,4,A,NULL,Microbes and Disease,"Sci,t",12
Male,2012,2102,2012,S2,3,3,B,NULL,French IV,"WLang,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Gender Studies,"Eng,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Wind Ensemble,"FA,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Macroeconomics,"HistSS,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,AB Calculus I,"Math,t",12
Female,2012,2101,2012,S1,4,4,A,NULL,Web Technologies I,"Math,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Organic Chemistry I,"Sci,t",12
Female,2012,2101,2012,S1,4,3.67,A-,NULL,Physiology and Disease,"Sci,t",12
